x_bin_cens,q2_bin_cens,diff_xsec,F2
0.35,2600.0,0.03750362941620028,0.2870153248298465
0.44,2600.0,0.020345307321779343,0.19144563823927058
0.75,2600.0,0.0012027555051783744,0.013049619918628347
0.099,3000.0,0.1186736432000528,0.514404099312063
0.125,3000.0,0.0947611523224162,0.4994790584256749
0.15500000000000003,3000.0,0.07663561949366526,0.48055101763113595
0.19,3000.0,0.06312610890268185,0.4539087980873559
0.22999999999999998,3000.0,0.04740102211897079,0.417492004862411
0.275,3000.0,0.03862992878979602,0.37083852601024647
0.32999999999999996,3000.0,0.027870832164154882,0.3096844012560879
0.39,3000.0,0.018450514151600275,0.24312518866760646
0.48,3000.0,0.00911534152707198,0.1534609924282512
0.77,3000.0,0.00043627868306173506,0.009565038112149692
0.115,3500.0,0.07523531737251608,0.5096096401720999
0.14500000000000002,3500.0,0.06162043708066379,0.4909850194518554
0.18,3500.0,0.05132052870018515,0.46513377523296057
0.22,3500.0,0.03915968028022924,0.4294729539821903
0.265,3500.0,0.03008082597934139,0.38320483140565115
0.315,3500.0,0.02375243780320605,0.3275115185055221
0.37,3500.0,0.01614365182925084,0.2653725968622335
0.43000000000000005,3500.0,0.01122425241333614,0.20114019196000305
0.52,3500.0,0.005969915971460583,0.11952500943980861
0.79,3500.0,0.0003404981597217545,0.006829993618956914
0.108,4150.0,0.045962192541299025,0.5195897607708333
0.135,4150.0,0.03874073295710877,0.5026722131796586
0.16999999999999998,4150.0,0.03166050436575675,0.4774227341512442
0.21000000000000002,4150.0,0.024737258907434858,0.4424351840694347
0.255,4150.0,0.019396168314374622,0.3964943782389263
0.30500000000000005,4150.0,0.014361994665624859,0.340551704772941
0.36,4150.0,0.010889836880105301,0.27748297078946077
0.42000000000000004,4150.0,0.006837298766843099,0.2117606428908816
0.48,4150.0,0.004351348092228612,0.15322219949384533
0.5700000000000001,4150.0,0.0024244949441416855,0.0836104636802314
0.815,4150.0,0.00011143336690828062,0.004294481191301606
0.108,5250.0,0.025310693034328768,0.5292434531293533
0.135,5250.0,0.021807938642032617,0.5113453320857799
0.16499999999999998,5250.0,0.01893329498613065,0.4889506867332808
0.2,5250.0,0.015227919079476333,0.4581939052961984
0.245,5250.0,0.01222979737981566,0.412168535992407
0.29500000000000004,5250.0,0.009295220531183911,0.3555379396478588
0.35,5250.0,0.006546860357235943,0.2911250308738387
0.41000000000000003,5250.0,0.0046977986795029665,0.22352069718805193
0.47,5250.0,0.0031031070012983693,0.16285085608457728
0.53,5250.0,0.0018226900280797873,0.111684837783539
0.625,5250.0,0.0008970272507997383,0.05274768170244071
0.845,5250.0,3.152969173616265e-5,0.0022476816398879986
0.115,7000.0,0.012818051908063394,0.5386832644681554
0.14500000000000002,7000.0,0.011187994241272764,0.5168001802500428
0.18,7000.0,0.009784621782597109,0.4872560314887591
0.22,7000.0,0.007871188324317826,0.4475451791804029
0.265,7000.0,0.006258811286054722,0.3970705085271914
0.31999999999999995,7000.0,0.004652951416135753,0.3312476296814144
0.38,7000.0,0.003510868229685122,0.2598830340291608
0.43999999999999995,7000.0,0.00215851027562913,0.1939012017942054
0.5,7000.0,0.0015864528593006644,0.13684639336268614
0.56,7000.0,0.0008887801868919899,0.09039337954753168
0.6599999999999999,7000.0,0.0004051649503195358,0.03761579124471784
0.865,7000.0,1.8965186778923917e-5,0.0013394686999278827
0.16999999999999998,9500.0,0.003904147128337181,0.5106712166231095
0.21000000000000002,9500.0,0.0033314943167982772,0.4702442995216928
0.255,9500.0,0.002782857681005776,0.418534176217318
0.30500000000000005,9500.0,0.002173624470514275,0.35685070671943636
0.36,9500.0,0.0017038793622822766,0.2884846717635483
0.42000000000000004,9500.0,0.0011085935206988796,0.21830330111537252
0.48,9500.0,0.0007200741844538535,0.1566174569926064
0.54,9500.0,0.0005019551336465048,0.10556092869401318
0.605,9500.0,0.0002496133359291482,0.06326240000682297
0.71,9500.0,9.249726266501392e-5,0.021380518834538013
0.89,9500.0,3.2092791934473957e-6,0.0006189567574991782
0.428,15500.0,0.00034360006559824505,0.21553190253563914
0.8,15500.0,6.444907683881285e-6,0.005410398626521439
